ENSPTRG00000000009|ENSPTRT00000000016|ENSPTRP00000000012
ENSMEUG00000000197|ENSMEUT00000000195|ENSMEUP00000000177
ENSMEUG00000000219|ENSMEUT00000000216|ENSMEUP00000000197
ENSMEUG00000000265|ENSMEUT00000000263|ENSMEUP00000000240
ENSMEUG00000000273|ENSMEUT00000000269|ENSMEUP00000000245
ENSMEUG00000000279|ENSMEUT00000000276|ENSMEUP00000000251
ENSMEUG00000000327|ENSMEUT00000000324|ENSMEUP00000000294
ENSMEUG00000000347|ENSMEUT00000000346|ENSMEUP00000000316
ENSMEUG00000000369|ENSMEUT00000000364|ENSMEUP00000000332
ENSMEUG00000000410|ENSMEUT00000000402|ENSMEUP00000000368
ENSMEUG00000000430|ENSMEUT00000000423|ENSMEUP00000000388
ENSMEUG00000000406|ENSMEUT00000000427|ENSMEUP00000000392
ENSMEUG00000000439|ENSMEUT00000000436|ENSMEUP00000000401
ENSMEUG00000000447|ENSMEUT00000000451|ENSMEUP00000000415
ENSMEUG00000000466|ENSMEUT00000000469|ENSMEUP00000000431
ENSMEUG00000000487|ENSMEUT00000000484|ENSMEUP00000000445
ENSMEUG00000000508|ENSMEUT00000000509|ENSMEUP00000000468
ENSMEUG00000000517|ENSMEUT00000000525|ENSMEUP00000000481
ENSMEUG00000000540|ENSMEUT00000000535|ENSMEUP00000000491
ENSMEUG00000000561|ENSMEUT00000000559|ENSMEUP00000000512
ENSMEUG00000000582|ENSMEUT00000000575|ENSMEUP00000000527
ENSMEUG00000000583|ENSMEUT00000000579|ENSMEUP00000000531
ENSMEUG00000000637|ENSMEUT00000000651|ENSMEUP00000000599
ENSMEUG00000000656|ENSMEUT00000000652|ENSMEUP00000000600
ENSMEUG00000000669|ENSMEUT00000000668|ENSMEUP00000000616
ENSMEUG00000000707|ENSMEUT00000000706|ENSMEUP00000000652
ENSMEUG00000000721|ENSMEUT00000000715|ENSMEUP00000000660
ENSMEUG00000000720|ENSMEUT00000000727|ENSMEUP00000000671
ENSMEUG00000000731|ENSMEUT00000000728|ENSMEUP00000000672
ENSMEUG00000000729|ENSMEUT00000000730|ENSMEUP00000000673
ENSMEUG00000000735|ENSMEUT00000000737|ENSMEUP00000000681
ENSMEUG00000000740|ENSMEUT00000000739|ENSMEUP00000000683
ENSMEUG00000000737|ENSMEUT00000000744|ENSMEUP00000000688
ENSMEUG00000000753|ENSMEUT00000000747|ENSMEUP00000000691
ENSMEUG00000000761|ENSMEUT00000000769|ENSMEUP00000000710
ENSMEUG00000000776|ENSMEUT00000000778|ENSMEUP00000000718
ENSMEUG00000000792|ENSMEUT00000000803|ENSMEUP00000000742
ENSMEUG00000000817|ENSMEUT00000000816|ENSMEUP00000000754
ENSMEUG00000000833|ENSMEUT00000000831|ENSMEUP00000000767
ENSMEUG00000000850|ENSMEUT00000000851|ENSMEUP00000000784
ENSMEUG00000000859|ENSMEUT00000000861|ENSMEUP00000000793
ENSMEUG00000000890|ENSMEUT00000000891|ENSMEUP00000000823
ENSMEUG00000000945|ENSMEUT00000000945|ENSMEUP00000000869
ENSMEUG00000000962|ENSMEUT00000000973|ENSMEUP00000000895
ENSMEUG00000000987|ENSMEUT00000000992|ENSMEUP00000000913
ENSMEUG00000000998|ENSMEUT00000001000|ENSMEUP00000000921
ENSMEUG00000001004|ENSMEUT00000001024|ENSMEUP00000000944
ENSMEUG00000001028|ENSMEUT00000001035|ENSMEUP00000000953
ENSMEUG00000001043|ENSMEUT00000001048|ENSMEUP00000000963
ENSMEUG00000001051|ENSMEUT00000001052|ENSMEUP00000000968
ENSMEUG00000001058|ENSMEUT00000001056|ENSMEUP00000000971
ENSMEUG00000001076|ENSMEUT00000001075|ENSMEUP00000000989
ENSMEUG00000001096|ENSMEUT00000001100|ENSMEUP00000001012
ENSMEUG00000001100|ENSMEUT00000001101|ENSMEUP00000001013
ENSMEUG00000001104|ENSMEUT00000001111|ENSMEUP00000001021
ENSMEUG00000001122|ENSMEUT00000001122|ENSMEUP00000001030
ENSMEUG00000001150|ENSMEUT00000001146|ENSMEUP00000001053
ENSMEUG00000001152|ENSMEUT00000001158|ENSMEUP00000001063
ENSMEUG00000001161|ENSMEUT00000001161|ENSMEUP00000001066
ENSMEUG00000001167|ENSMEUT00000001162|ENSMEUP00000001067
ENSMEUG00000001160|ENSMEUT00000001164|ENSMEUP00000001069
ENSMEUG00000001199|ENSMEUT00000001185|ENSMEUP00000001090
ENSMEUG00000001157|ENSMEUT00000001187|ENSMEUP00000001092
ENSMEUG00000001238|ENSMEUT00000001254|ENSMEUP00000001150
ENSMEUG00000001264|ENSMEUT00000001270|ENSMEUP00000001163
ENSMEUG00000001352|ENSMEUT00000001348|ENSMEUP00000001235
ENSMEUG00000001360|ENSMEUT00000001352|ENSMEUP00000001239
ENSMEUG00000001415|ENSMEUT00000001427|ENSMEUP00000001304
ENSMEUG00000001434|ENSMEUT00000001441|ENSMEUP00000001318
ENSMEUG00000001439|ENSMEUT00000001447|ENSMEUP00000001324
ENSMEUG00000001458|ENSMEUT00000001459|ENSMEUP00000001334
ENSMEUG00000001482|ENSMEUT00000001486|ENSMEUP00000001361
ENSMEUG00000001495|ENSMEUT00000001504|ENSMEUP00000001377
ENSMEUG00000001512|ENSMEUT00000001520|ENSMEUP00000001390
ENSMEUG00000001532|ENSMEUT00000001528|ENSMEUP00000001398
ENSMEUG00000001541|ENSMEUT00000001541|ENSMEUP00000001407
ENSMEUG00000001586|ENSMEUT00000001581|ENSMEUP00000001440
ENSMEUG00000001599|ENSMEUT00000001601|ENSMEUP00000001459
ENSMEUG00000001611|ENSMEUT00000001609|ENSMEUP00000001466
ENSMEUG00000001603|ENSMEUT00000001617|ENSMEUP00000001474
ENSMEUG00000001641|ENSMEUT00000001644|ENSMEUP00000001499
ENSMEUG00000001672|ENSMEUT00000001671|ENSMEUP00000001523
ENSMEUG00000001676|ENSMEUT00000001676|ENSMEUP00000001528
ENSMEUG00000001666|ENSMEUT00000001684|ENSMEUP00000001536
ENSMEUG00000001682|ENSMEUT00000001690|ENSMEUP00000001542
ENSMEUG00000001748|ENSMEUT00000001743|ENSMEUP00000001589
ENSMEUG00000001764|ENSMEUT00000001782|ENSMEUP00000001624
ENSMEUG00000001856|ENSMEUT00000001854|ENSMEUP00000001689
ENSMEUG00000001841|ENSMEUT00000001860|ENSMEUP00000001695
ENSMEUG00000001891|ENSMEUT00000001891|ENSMEUP00000001724
ENSMEUG00000001885|ENSMEUT00000001898|ENSMEUP00000001731
ENSMEUG00000001950|ENSMEUT00000001950|ENSMEUP00000001779
ENSMEUG00000002000|ENSMEUT00000002013|ENSMEUP00000001839
ENSMEUG00000002002|ENSMEUT00000002015|ENSMEUP00000001841
ENSMEUG00000002021|ENSMEUT00000002020|ENSMEUP00000001846
ENSMEUG00000002031|ENSMEUT00000002037|ENSMEUP00000001863
ENSMEUG00000002067|ENSMEUT00000002081|ENSMEUP00000001901
ENSMEUG00000002096|ENSMEUT00000002093|ENSMEUP00000001911
ENSMEUG00000002131|ENSMEUT00000002133|ENSMEUP00000001943
ENSMEUG00000002134|ENSMEUT00000002136|ENSMEUP00000001946
ENSMEUG00000002172|ENSMEUT00000002179|ENSMEUP00000001985
ENSMEUG00000002183|ENSMEUT00000002186|ENSMEUP00000001991
ENSMEUG00000002188|ENSMEUT00000002188|ENSMEUP00000001993
ENSMEUG00000002195|ENSMEUT00000002196|ENSMEUP00000001999
ENSMEUG00000002225|ENSMEUT00000002232|ENSMEUP00000002033
ENSMEUG00000002244|ENSMEUT00000002254|ENSMEUP00000002055
ENSMEUG00000002259|ENSMEUT00000002261|ENSMEUP00000002062
ENSMEUG00000002277|ENSMEUT00000002276|ENSMEUP00000002076
ENSMEUG00000002281|ENSMEUT00000002279|ENSMEUP00000002078
ENSMEUG00000002313|ENSMEUT00000002314|ENSMEUP00000002111
ENSMEUG00000002321|ENSMEUT00000002328|ENSMEUP00000002121
ENSMEUG00000002339|ENSMEUT00000002334|ENSMEUP00000002126
ENSMEUG00000002384|ENSMEUT00000002387|ENSMEUP00000002175
ENSMEUG00000002408|ENSMEUT00000002424|ENSMEUP00000002207
ENSMEUG00000002429|ENSMEUT00000002433|ENSMEUP00000002215
ENSMEUG00000002444|ENSMEUT00000002446|ENSMEUP00000002227
ENSMEUG00000002466|ENSMEUT00000002472|ENSMEUP00000002252
ENSMEUG00000002479|ENSMEUT00000002492|ENSMEUP00000002272
ENSMEUG00000002477|ENSMEUT00000002498|ENSMEUP00000002278
ENSMEUG00000002503|ENSMEUT00000002507|ENSMEUP00000002287
ENSMEUG00000002516|ENSMEUT00000002523|ENSMEUP00000002301
ENSMEUG00000002519|ENSMEUT00000002524|ENSMEUP00000002302
ENSMEUG00000002522|ENSMEUT00000002526|ENSMEUP00000002304
ENSMEUG00000002526|ENSMEUT00000002531|ENSMEUP00000002309
ENSMEUG00000002521|ENSMEUT00000002535|ENSMEUP00000002312
ENSMEUG00000002570|ENSMEUT00000002577|ENSMEUP00000002349
ENSMEUG00000002583|ENSMEUT00000002602|ENSMEUP00000002373
ENSMEUG00000002628|ENSMEUT00000002645|ENSMEUP00000002410
ENSMEUG00000002650|ENSMEUT00000002658|ENSMEUP00000002420
ENSMEUG00000002652|ENSMEUT00000002662|ENSMEUP00000002424
ENSMEUG00000002658|ENSMEUT00000002664|ENSMEUP00000002426
ENSMEUG00000002687|ENSMEUT00000002697|ENSMEUP00000002456
ENSMEUG00000002765|ENSMEUT00000002775|ENSMEUP00000002528
ENSMEUG00000002786|ENSMEUT00000002796|ENSMEUP00000002548
ENSMEUG00000002791|ENSMEUT00000002801|ENSMEUP00000002551
ENSMEUG00000002844|ENSMEUT00000002854|ENSMEUP00000002599
ENSMEUG00000002856|ENSMEUT00000002866|ENSMEUP00000002609
ENSMEUG00000002871|ENSMEUT00000002880|ENSMEUP00000002623
ENSMEUG00000002883|ENSMEUT00000002891|ENSMEUP00000002634
ENSMEUG00000002934|ENSMEUT00000002936|ENSMEUP00000002672
ENSMEUG00000002958|ENSMEUT00000002963|ENSMEUP00000002697
ENSMEUG00000002976|ENSMEUT00000002983|ENSMEUP00000002715
ENSMEUG00000003009|ENSMEUT00000003015|ENSMEUP00000002745
ENSMEUG00000003005|ENSMEUT00000003019|ENSMEUP00000002747
ENSMEUG00000003042|ENSMEUT00000003048|ENSMEUP00000002774
ENSMEUG00000003082|ENSMEUT00000003088|ENSMEUP00000002810
ENSMEUG00000003121|ENSMEUT00000003132|ENSMEUP00000002850
ENSMEUG00000003142|ENSMEUT00000003155|ENSMEUP00000002872
ENSMEUG00000003147|ENSMEUT00000003161|ENSMEUP00000002877
ENSMEUG00000003160|ENSMEUT00000003175|ENSMEUP00000002889
ENSMEUG00000003191|ENSMEUT00000003195|ENSMEUP00000002906
ENSMEUG00000003203|ENSMEUT00000003204|ENSMEUP00000002915
ENSMEUG00000003168|ENSMEUT00000003216|ENSMEUP00000002926
ENSMEUG00000003216|ENSMEUT00000003221|ENSMEUP00000002931
ENSMEUG00000003265|ENSMEUT00000003275|ENSMEUP00000002980
ENSMEUG00000003270|ENSMEUT00000003277|ENSMEUP00000002982
ENSMEUG00000003306|ENSMEUT00000003306|ENSMEUP00000003010
ENSMEUG00000003315|ENSMEUT00000003316|ENSMEUP00000003020
ENSMEUG00000003362|ENSMEUT00000003364|ENSMEUP00000003064
ENSMEUG00000003383|ENSMEUT00000003388|ENSMEUP00000003083
ENSMEUG00000003388|ENSMEUT00000003392|ENSMEUP00000003087
ENSMEUG00000003413|ENSMEUT00000003427|ENSMEUP00000003121
ENSMEUG00000003404|ENSMEUT00000003433|ENSMEUP00000003126
ENSMEUG00000003426|ENSMEUT00000003435|ENSMEUP00000003128
ENSMEUG00000003435|ENSMEUT00000003440|ENSMEUP00000003132
ENSMEUG00000003451|ENSMEUT00000003455|ENSMEUP00000003145
ENSMEUG00000003457|ENSMEUT00000003463|ENSMEUP00000003153
ENSMEUG00000003467|ENSMEUT00000003473|ENSMEUP00000003162
ENSMEUG00000003468|ENSMEUT00000003475|ENSMEUP00000003163
ENSMEUG00000003471|ENSMEUT00000003474|ENSMEUP00000003164
ENSMEUG00000003478|ENSMEUT00000003478|ENSMEUP00000003167
ENSMEUG00000003482|ENSMEUT00000003481|ENSMEUP00000003170
ENSMEUG00000003474|ENSMEUT00000003492|ENSMEUP00000003181
ENSMEUG00000003489|ENSMEUT00000003496|ENSMEUP00000003183
ENSMEUG00000003492|ENSMEUT00000003500|ENSMEUP00000003186
ENSMEUG00000003508|ENSMEUT00000003507|ENSMEUP00000003193
ENSMEUG00000003512|ENSMEUT00000003531|ENSMEUP00000003216
ENSMEUG00000003538|ENSMEUT00000003542|ENSMEUP00000003227
ENSMEUG00000003542|ENSMEUT00000003547|ENSMEUP00000003231
ENSMEUG00000003546|ENSMEUT00000003549|ENSMEUP00000003233
ENSMEUG00000003548|ENSMEUT00000003555|ENSMEUP00000003239
ENSMEUG00000003562|ENSMEUT00000003569|ENSMEUP00000003252
ENSMEUG00000003576|ENSMEUT00000003580|ENSMEUP00000003262
ENSMEUG00000003583|ENSMEUT00000003586|ENSMEUP00000003267
ENSMEUG00000003571|ENSMEUT00000003591|ENSMEUP00000003271
ENSMEUG00000003601|ENSMEUT00000003613|ENSMEUP00000003291
ENSMEUG00000003627|ENSMEUT00000003637|ENSMEUP00000003314
ENSMEUG00000003623|ENSMEUT00000003644|ENSMEUP00000003320
ENSMEUG00000003642|ENSMEUT00000003666|ENSMEUP00000003341
ENSMEUG00000003701|ENSMEUT00000003711|ENSMEUP00000003378
ENSMEUG00000003707|ENSMEUT00000003719|ENSMEUP00000003383
ENSMEUG00000003725|ENSMEUT00000003737|ENSMEUP00000003400
ENSMEUG00000003762|ENSMEUT00000003774|ENSMEUP00000003433
ENSMEUG00000003771|ENSMEUT00000003776|ENSMEUP00000003435
ENSMEUG00000003785|ENSMEUT00000003792|ENSMEUP00000003451
ENSMEUG00000003774|ENSMEUT00000003798|ENSMEUP00000003456
ENSMEUG00000003782|ENSMEUT00000003799|ENSMEUP00000003457
ENSMEUG00000003876|ENSMEUT00000003883|ENSMEUP00000003533
ENSMEUG00000003891|ENSMEUT00000003905|ENSMEUP00000003553
ENSMEUG00000003930|ENSMEUT00000003940|ENSMEUP00000003583
ENSMEUG00000003968|ENSMEUT00000003978|ENSMEUP00000003617
ENSMEUG00000003971|ENSMEUT00000003982|ENSMEUP00000003621
ENSMEUG00000004014|ENSMEUT00000004026|ENSMEUP00000003660
ENSMEUG00000004065|ENSMEUT00000004072|ENSMEUP00000003699
ENSMEUG00000004114|ENSMEUT00000004124|ENSMEUP00000003747
ENSMEUG00000004140|ENSMEUT00000004149|ENSMEUP00000003772
ENSMEUG00000004118|ENSMEUT00000004175|ENSMEUP00000003797
ENSMEUG00000004202|ENSMEUT00000004202|ENSMEUP00000003821
ENSMEUG00000004263|ENSMEUT00000004263|ENSMEUP00000003875
ENSMEUG00000004272|ENSMEUT00000004274|ENSMEUP00000003883
ENSMEUG00000004298|ENSMEUT00000004302|ENSMEUP00000003910
ENSMEUG00000004312|ENSMEUT00000004326|ENSMEUP00000003929
ENSMEUG00000004343|ENSMEUT00000004340|ENSMEUP00000003942
ENSMEUG00000004362|ENSMEUT00000004360|ENSMEUP00000003961
ENSMEUG00000004365|ENSMEUT00000004368|ENSMEUP00000003969
ENSMEUG00000004381|ENSMEUT00000004380|ENSMEUP00000003981
ENSMEUG00000004424|ENSMEUT00000004429|ENSMEUP00000004022
ENSMEUG00000004420|ENSMEUT00000004439|ENSMEUP00000004032
ENSMEUG00000004458|ENSMEUT00000004460|ENSMEUP00000004050
ENSMEUG00000004470|ENSMEUT00000004472|ENSMEUP00000004060
ENSMEUG00000004472|ENSMEUT00000004476|ENSMEUP00000004064
ENSMEUG00000004483|ENSMEUT00000004483|ENSMEUP00000004071
ENSMEUG00000004487|ENSMEUT00000004488|ENSMEUP00000004076
ENSMEUG00000004473|ENSMEUT00000004492|ENSMEUP00000004080
ENSMEUG00000004534|ENSMEUT00000004535|ENSMEUP00000004122
ENSMEUG00000004524|ENSMEUT00000004536|ENSMEUP00000004123
ENSMEUG00000004559|ENSMEUT00000004560|ENSMEUP00000004145
ENSMEUG00000004558|ENSMEUT00000004563|ENSMEUP00000004148
ENSMEUG00000004539|ENSMEUT00000004569|ENSMEUP00000004154
ENSMEUG00000004579|ENSMEUT00000004593|ENSMEUP00000004176
ENSMEUG00000004596|ENSMEUT00000004604|ENSMEUP00000004186
ENSMEUG00000004600|ENSMEUT00000004614|ENSMEUP00000004195
ENSMEUG00000004610|ENSMEUT00000004618|ENSMEUP00000004199
ENSMEUG00000004637|ENSMEUT00000004643|ENSMEUP00000004222
ENSMEUG00000004649|ENSMEUT00000004651|ENSMEUP00000004229
ENSMEUG00000004652|ENSMEUT00000004666|ENSMEUP00000004244
ENSMEUG00000004676|ENSMEUT00000004680|ENSMEUP00000004258
ENSMEUG00000004683|ENSMEUT00000004698|ENSMEUP00000004274
ENSMEUG00000004657|ENSMEUT00000004723|ENSMEUP00000004299
ENSMEUG00000004746|ENSMEUT00000004748|ENSMEUP00000004324
ENSMEUG00000004745|ENSMEUT00000004756|ENSMEUP00000004332
ENSMEUG00000004778|ENSMEUT00000004783|ENSMEUP00000004356
ENSMEUG00000004841|ENSMEUT00000004853|ENSMEUP00000004421
ENSMEUG00000004861|ENSMEUT00000004868|ENSMEUP00000004436
ENSMEUG00000004871|ENSMEUT00000004901|ENSMEUP00000004467
ENSMEUG00000004903|ENSMEUT00000004912|ENSMEUP00000004478
ENSMEUG00000004865|ENSMEUT00000004929|ENSMEUP00000004492
ENSMEUG00000004919|ENSMEUT00000004941|ENSMEUP00000004503
ENSMEUG00000004946|ENSMEUT00000004951|ENSMEUP00000004512
ENSMEUG00000004975|ENSMEUT00000004982|ENSMEUP00000004542
ENSMEUG00000005026|ENSMEUT00000005036|ENSMEUP00000004592
ENSMEUG00000005052|ENSMEUT00000005055|ENSMEUP00000004610
ENSMEUG00000005028|ENSMEUT00000005058|ENSMEUP00000004613
ENSMEUG00000005043|ENSMEUT00000005069|ENSMEUP00000004623
ENSMEUG00000005076|ENSMEUT00000005087|ENSMEUP00000004641
ENSMEUG00000005078|ENSMEUT00000005088|ENSMEUP00000004642
ENSMEUG00000005098|ENSMEUT00000005094|ENSMEUP00000004648
ENSMEUG00000005087|ENSMEUT00000005101|ENSMEUP00000004655
ENSMEUG00000005124|ENSMEUT00000005126|ENSMEUP00000004675
ENSMEUG00000005132|ENSMEUT00000005137|ENSMEUP00000004686
ENSMEUG00000005148|ENSMEUT00000005154|ENSMEUP00000004702
ENSMEUG00000005153|ENSMEUT00000005194|ENSMEUP00000004740
ENSMEUG00000005197|ENSMEUT00000005195|ENSMEUP00000004741
ENSMEUG00000005189|ENSMEUT00000005211|ENSMEUP00000004755
ENSMEUG00000005224|ENSMEUT00000005226|ENSMEUP00000004769
ENSMEUG00000005212|ENSMEUT00000005233|ENSMEUP00000004774
ENSMEUG00000005244|ENSMEUT00000005259|ENSMEUP00000004797
ENSMEUG00000005207|ENSMEUT00000005271|ENSMEUP00000004807
ENSMEUG00000005271|ENSMEUT00000005283|ENSMEUP00000004818
ENSMEUG00000005258|ENSMEUT00000005287|ENSMEUP00000004821
ENSMEUG00000005286|ENSMEUT00000005291|ENSMEUP00000004825
ENSMEUG00000005302|ENSMEUT00000005316|ENSMEUP00000004847
ENSMEUG00000005307|ENSMEUT00000005324|ENSMEUP00000004855
ENSMEUG00000005335|ENSMEUT00000005344|ENSMEUP00000004873
ENSMEUG00000005345|ENSMEUT00000005352|ENSMEUP00000004879
ENSMEUG00000005352|ENSMEUT00000005360|ENSMEUP00000004886
ENSMEUG00000005356|ENSMEUT00000005371|ENSMEUP00000004897
ENSMEUG00000005367|ENSMEUT00000005391|ENSMEUP00000004914
ENSMEUG00000005395|ENSMEUT00000005401|ENSMEUP00000004924
ENSMEUG00000005397|ENSMEUT00000005406|ENSMEUP00000004928
ENSMEUG00000005410|ENSMEUT00000005418|ENSMEUP00000004938
ENSMEUG00000005419|ENSMEUT00000005426|ENSMEUP00000004945
ENSMEUG00000005430|ENSMEUT00000005434|ENSMEUP00000004952
ENSMEUG00000005423|ENSMEUT00000005446|ENSMEUP00000004963
ENSMEUG00000005422|ENSMEUT00000005448|ENSMEUP00000004965
ENSMEUG00000005456|ENSMEUT00000005471|ENSMEUP00000004988
ENSMEUG00000005477|ENSMEUT00000005481|ENSMEUP00000004998
ENSMEUG00000005502|ENSMEUT00000005508|ENSMEUP00000005021
ENSMEUG00000005515|ENSMEUT00000005527|ENSMEUP00000005035
ENSMEUG00000005528|ENSMEUT00000005531|ENSMEUP00000005039
ENSMEUG00000005549|ENSMEUT00000005556|ENSMEUP00000005064
ENSMEUG00000005596|ENSMEUT00000005603|ENSMEUP00000005104
ENSMEUG00000005606|ENSMEUT00000005615|ENSMEUP00000005116
ENSMEUG00000005574|ENSMEUT00000005621|ENSMEUP00000005122
ENSMEUG00000005632|ENSMEUT00000005640|ENSMEUP00000005138
ENSMEUG00000005649|ENSMEUT00000005657|ENSMEUP00000005153
ENSMEUG00000005687|ENSMEUT00000005689|ENSMEUP00000005181
ENSMEUG00000005696|ENSMEUT00000005697|ENSMEUP00000005188
ENSMEUG00000005704|ENSMEUT00000005703|ENSMEUP00000005193
ENSMEUG00000005754|ENSMEUT00000005766|ENSMEUP00000005250
ENSMEUG00000005764|ENSMEUT00000005787|ENSMEUP00000005267
ENSMEUG00000005783|ENSMEUT00000005820|ENSMEUP00000005300
ENSMEUG00000005832|ENSMEUT00000005842|ENSMEUP00000005319
ENSMEUG00000005833|ENSMEUT00000005843|ENSMEUP00000005320
ENSMEUG00000005835|ENSMEUT00000005847|ENSMEUP00000005324
ENSMEUG00000005827|ENSMEUT00000005853|ENSMEUP00000005329
ENSMEUG00000005880|ENSMEUT00000005894|ENSMEUP00000005369
ENSMEUG00000005904|ENSMEUT00000005922|ENSMEUP00000005397
ENSMEUG00000005909|ENSMEUT00000005927|ENSMEUP00000005402
ENSMEUG00000005921|ENSMEUT00000005942|ENSMEUP00000005415
ENSMEUG00000005928|ENSMEUT00000005945|ENSMEUP00000005418
ENSMEUG00000005984|ENSMEUT00000005991|ENSMEUP00000005458
ENSMEUG00000005998|ENSMEUT00000006012|ENSMEUP00000005477
ENSMEUG00000006031|ENSMEUT00000006043|ENSMEUP00000005505
ENSMEUG00000006012|ENSMEUT00000006046|ENSMEUP00000005508
ENSMEUG00000006049|ENSMEUT00000006060|ENSMEUP00000005520
ENSMEUG00000006057|ENSMEUT00000006067|ENSMEUP00000005526
ENSMEUG00000006084|ENSMEUT00000006096|ENSMEUP00000005554
ENSMEUG00000006092|ENSMEUT00000006106|ENSMEUP00000005563
ENSMEUG00000006101|ENSMEUT00000006110|ENSMEUP00000005567
ENSMEUG00000006102|ENSMEUT00000006114|ENSMEUP00000005570
ENSMEUG00000006106|ENSMEUT00000006127|ENSMEUP00000005583
ENSMEUG00000006115|ENSMEUT00000006138|ENSMEUP00000005593
ENSMEUG00000006169|ENSMEUT00000006180|ENSMEUP00000005632
ENSMEUG00000006180|ENSMEUT00000006182|ENSMEUP00000005633
ENSMEUG00000006182|ENSMEUT00000006189|ENSMEUP00000005639
ENSMEUG00000006194|ENSMEUT00000006199|ENSMEUP00000005649
ENSMEUG00000006161|ENSMEUT00000006214|ENSMEUP00000005662
ENSMEUG00000006215|ENSMEUT00000006223|ENSMEUP00000005671
ENSMEUG00000006218|ENSMEUT00000006228|ENSMEUP00000005675
ENSMEUG00000006232|ENSMEUT00000006238|ENSMEUP00000005685
ENSMEUG00000006211|ENSMEUT00000006246|ENSMEUP00000005692
ENSMEUG00000006274|ENSMEUT00000006270|ENSMEUP00000005714
ENSMEUG00000006311|ENSMEUT00000006323|ENSMEUP00000005759
ENSMEUG00000006321|ENSMEUT00000006350|ENSMEUP00000005782
ENSMEUG00000006336|ENSMEUT00000006361|ENSMEUP00000005792
ENSMEUG00000006365|ENSMEUT00000006368|ENSMEUP00000005799
ENSMEUG00000006348|ENSMEUT00000006378|ENSMEUP00000005808
ENSMEUG00000006385|ENSMEUT00000006395|ENSMEUP00000005822
ENSMEUG00000006401|ENSMEUT00000006410|ENSMEUP00000005836
ENSMEUG00000006412|ENSMEUT00000006429|ENSMEUP00000005853
ENSMEUG00000006425|ENSMEUT00000006447|ENSMEUP00000005870
ENSMEUG00000006420|ENSMEUT00000006455|ENSMEUP00000005878
ENSMEUG00000006455|ENSMEUT00000006463|ENSMEUP00000005884
ENSMEUG00000006511|ENSMEUT00000006528|ENSMEUP00000005943
ENSMEUG00000006528|ENSMEUT00000006546|ENSMEUP00000005960
ENSMEUG00000006530|ENSMEUT00000006557|ENSMEUP00000005969
ENSMEUG00000006555|ENSMEUT00000006561|ENSMEUP00000005973
ENSMEUG00000006550|ENSMEUT00000006579|ENSMEUP00000005990
ENSMEUG00000006541|ENSMEUT00000006584|ENSMEUP00000005995
ENSMEUG00000006591|ENSMEUT00000006598|ENSMEUP00000006009
ENSMEUG00000006600|ENSMEUT00000006607|ENSMEUP00000006016
ENSMEUG00000006638|ENSMEUT00000006643|ENSMEUP00000006049
ENSMEUG00000006649|ENSMEUT00000006668|ENSMEUP00000006072
ENSMEUG00000006677|ENSMEUT00000006683|ENSMEUP00000006084
ENSMEUG00000006662|ENSMEUT00000006684|ENSMEUP00000006085
ENSMEUG00000006674|ENSMEUT00000006694|ENSMEUP00000006093
